name,summary,age,animal,family,weight,iq
Wilbur,Big scary cat,74.8,Superhero,Malfoys,24.56,140.5
Archibold,Big scary cat,35.8,Tiger,Malfoys,132.27,85.1
Archibold,Big scary cat,63.8,Tiger,Malfoys,16.82,19.1
Wendy,Big scary cat,100.8,Superhero,Malfoys,121.12,188.2
Wendy,Big scary cat,24.8,Superhero,Malfoys,156.44,191.5
Archibold,Big scary cat,91.8,Tiger,Malfoys,200.39,141.7
Wendy,Big scary cat,52.8,Superhero,Malfoys,92.59,32.2
Fred,Big scary cat,89.8,Tiger,Malfoys,102.98,130.4
Fred,Big scary cat,13.8,Tiger,Malfoys,40.21,99.2
Archibold,Big scary cat,11.8,Tiger,Malfoys,186.36,15.1
Wilbur,Big scary cat,50.8,Superhero,Malfoys,10.15,46.3
Wendy,Big scary cat,48.8,Superhero,Malfoys,67.33,92.8
Fred,Big scary cat,41.8,Tiger,Malfoys,27.39,32.2
Fred,Big scary cat,9.8,Tiger,Malfoys,44.78,154.2
Wilbur,Big scary cat,78.8,Superhero,Malfoys,185.03,193.1
Wilbur,Big scary cat,2.8,Superhero,Malfoys,70.14,29.6
Archibold,Big scary cat,39.8,Tiger,Malfoys,109.26,14.4
Fred,Big scary cat,37.8,Tiger,Malfoys,161.55,171
Archibold,Big scary cat,67.8,Tiger,Malfoys,140.13,104.2
Wendy,Big scary cat,28.8,Superhero,Malfoys,167.23,185.6
Wilbur,Big scary cat,26.8,Superhero,Malfoys,59.11,27.2
Archibold,Big scary cat,15.8,Tiger,Malfoys,172.01,60.5
Wendy,Big scary cat,4.8,Superhero,Malfoys,15.22,80.1
Wilbur,Big scary cat,30.8,Superhero,Malfoys,101.99,181.6
Archibold,Big scary cat,19.8,Tiger,Malfoys,171.28,129.4
Wilbur,Big scary cat,82.8,Superhero,Malfoys,165.79,38.8
Archibold,Big scary cat,43.8,Tiger,Malfoys,194.4,50.1
Wendy,Big scary cat,80.8,Superhero,Malfoys,21.42,86.2
Wendy,Big scary cat,4.8,Superhero,Malfoys,70.96,185.6
Wendy,Big scary cat,8.8,Superhero,Malfoys,31.04,12.1
Archibold,Big scary cat,71.8,Tiger,Malfoys,118.77,141.3
Wendy,Big scary cat,32.8,Superhero,Malfoys,148.42,14.1
Fred,Big scary cat,69.8,Tiger,Malfoys,87.99,100.5
Wilbur,Big scary cat,30.8,Superhero,Malfoys,75.91,194.4
Fred,Big scary cat,97.8,Tiger,Malfoys,127.95,11.3
Fred,Big scary cat,21.8,Tiger,Malfoys,76.17,77.1
Wilbur,Big scary cat,58.8,Superhero,Malfoys,71.53,144.9
Archibold,Big scary cat,19.8,Tiger,Malfoys,39.13,99.9
Wilbur,Big scary cat,86.8,Superhero,Malfoys,87.65,63.4
Archibold,Big scary cat,47.8,Tiger,Malfoys,38.5,193.4
Wendy,Big scary cat,8.8,Superhero,Malfoys,172.31,113.3
Archibold,Big scary cat,75.8,Tiger,Malfoys,58.16,183.4
Wendy,Big scary cat,36.8,Superhero,Malfoys,163.32,33.6
Wendy,Big scary cat,64.8,Superhero,Malfoys,189.61,71.6
Fred,Big scary cat,25.8,Tiger,Malfoys,188.76,7
Wendy,Big scary cat,92.8,Superhero,Malfoys,23.15,147.8
Fred,Big scary cat,53.8,Tiger,Malfoys,30.41,46
Wilbur,Big scary cat,90.8,Superhero,Malfoys,18.72,49.2
Wilbur,Big scary cat,14.8,Superhero,Malfoys,97.84,48.1
Fred,Big scary cat,81.8,Tiger,Malfoys,95.3,55.4
Wilbur,Big scary cat,42.8,Superhero,Malfoys,3.81,86.1
Archibold,Big scary cat,79.8,Tiger,Malfoys,90.36,184.4
Archibold,Big scary cat,3.8,Tiger,Malfoys,82.46,105.1
Fred,Big scary cat,77.8,Tiger,Malfoys,151.02,157.5
Fred,Big scary cat,1.8,Tiger,Malfoys,187.89,39.5
Wendy,Big scary cat,40.8,Superhero,Malfoys,142.32,70.5
Wilbur,Big scary cat,38.8,Superhero,Malfoys,3.81,174.6
Archibold,Big scary cat,31.8,Tiger,Malfoys,127.31,150.3
Wendy,Big scary cat,68.8,Superhero,Malfoys,25.33,155.6
Wilbur,Big scary cat,66.8,Superhero,Malfoys,91.64,164.9
Fred,Big scary cat,29.8,Tiger,Malfoys,125.39,193.9
Archibold,Big scary cat,27.8,Tiger,Malfoys,132.15,173.7
Wendy,Big scary cat,96.8,Superhero,Malfoys,124.71,77.3
Wilbur,Big scary cat,94.8,Superhero,Malfoys,108,130.4
Fred,Big scary cat,57.8,Tiger,Malfoys,108.08,147.6
Archibold,Big scary cat,55.8,Tiger,Malfoys,80.79,166
Wilbur,Big scary cat,18.8,Superhero,Malfoys,129.67,80.9
Wendy,Big scary cat,16.8,Superhero,Malfoys,24.1,163
Archibold,Big scary cat,83.8,Tiger,Malfoys,72.46,90.9
Wendy,Big scary cat,44.8,Superhero,Malfoys,199.15,32.5
Fred,Big scary cat,5.8,Tiger,Malfoys,165.6,39.5
Wendy,Big scary cat,72.8,Superhero,Malfoys,171.82,70.9
Fred,Big scary cat,33.8,Tiger,Malfoys,4.83,132
Wilbur,Big scary cat,70.8,Superhero,Malfoys,93.24,105.7
Fred,Big scary cat,61.8,Tiger,Malfoys,89.77,127.3
Wilbur,Big scary cat,98.8,Superhero,Malfoys,87.6,66.4
Wilbur,Big scary cat,22.8,Superhero,Malfoys,192.72,198.8
Archibold,Big scary cat,59.8,Tiger,Malfoys,8.53,87.4
Wendy,Big scary cat,20.8,Superhero,Malfoys,15.63,45.5
Archibold,Big scary cat,87.8,Tiger,Malfoys,142.45,104.3
Archibold,Big scary cat,11.8,Tiger,Malfoys,162.15,113.3
Wendy,Big scary cat,48.8,Superhero,Malfoys,99.52,53.7
Fred,Big scary cat,9.8,Tiger,Malfoys,69.13,116.7
Wendy,Big scary cat,76.8,Superhero,Malfoys,152.46,35.6
Fred,Big scary cat,37.8,Tiger,Malfoys,104.76,52.9
Fred,Big scary cat,65.8,Tiger,Malfoys,183.39,37.8
Wilbur,Big scary cat,26.8,Superhero,Malfoys,20.3,14.3
Fred,Big scary cat,93.8,Tiger,Malfoys,181.24,181.3
Wilbur,Big scary cat,54.8,Superhero,Malfoys,147.27,36.3
Archibold,Big scary cat,15.8,Tiger,Malfoys,170.57,186
Archibold,Big scary cat,67.8,Tiger,Malfoys,133.18,191.2
Wendy,Big scary cat,28.8,Superhero,Malfoys,134.87,112.6
Archibold,Big scary cat,95.8,Tiger,Malfoys,136.84,149.2
Wendy,Big scary cat,56.8,Superhero,Malfoys,196.3,188.1
Fred,Big scary cat,17.8,Tiger,Malfoys,167.93,98
Wendy,Big scary cat,84.8,Superhero,Malfoys,62.9,26
Fred,Big scary cat,45.8,Tiger,Malfoys,141.52,187.5
Wilbur,Big scary cat,6.8,Superhero,Malfoys,49.79,5.8
Fred,Big scary cat,73.8,Tiger,Malfoys,113.86,161.1
Wilbur,Big scary cat,34.8,Superhero,Malfoys,46.3,188
Wilbur,Big scary cat,62.8,Superhero,Malfoys,87.83,33.1
Archibold,Big scary cat,99.8,Tiger,Malfoys,136.08,158.7
Archibold,Big scary cat,23.8,Tiger,Malfoys,110.86,39.5
Wendy,Big scary cat,60.8,Superhero,Malfoys,176.18,11.3
Archibold,Big scary cat,51.8,Tiger,Malfoys,120.96,185.3
Wendy,Big scary cat,88.8,Superhero,Malfoys,52.47,167.1
Wendy,Big scary cat,12.8,Superhero,Malfoys,154.18,154.3
Fred,Big scary cat,49.8,Tiger,Malfoys,99.84,125.1
Wilbur,Big scary cat,10.8,Superhero,Malfoys,104.04,18.7
Fred,Big scary cat,77.8,Tiger,Malfoys,77.97,93.9
Fred,Big scary cat,1.8,Tiger,Malfoys,83.17,154.9
Wilbur,Big scary cat,38.8,Superhero,Malfoys,72.44,119.9
Wilbur,Big scary cat,66.8,Superhero,Malfoys,154.71,167.4
Wendy,Big scary cat,64.8,Superhero,Malfoys,14.41,99.1
Archibold,Big scary cat,27.8,Tiger,Malfoys,173.55,79.3
Fred,Big scary cat,25.8,Tiger,Malfoys,73.35,14.3
Wilbur,Big scary cat,94.8,Superhero,Malfoys,16.11,34.5
Wendy,Big scary cat,92.8,Superhero,Malfoys,187.5,138.3
Archibold,Big scary cat,55.8,Tiger,Malfoys,26.8,125.1
Fred,Big scary cat,53.8,Tiger,Malfoys,154.6,194.4
Wendy,Big scary cat,16.8,Superhero,Malfoys,41.72,156.9
Wilbur,Big scary cat,90.8,Superhero,Malfoys,103.74,156.9
Wilbur,Big scary cat,14.8,Superhero,Malfoys,100.39,166.9
Archibold,Big scary cat,83.8,Tiger,Malfoys,164.95,70.6
Fred,Big scary cat,81.8,Tiger,Malfoys,127.19,18.8
Wendy,Big scary cat,44.8,Superhero,Malfoys,65.44,8.9
Wilbur,Big scary cat,42.8,Superhero,Malfoys,60.53,140.9
Fred,Big scary cat,5.8,Tiger,Malfoys,55.93,160.5
Archibold,Big scary cat,79.8,Tiger,Malfoys,90.33,107.2
Archibold,Big scary cat,3.8,Tiger,Malfoys,15.46,25.1
Wendy,Big scary cat,40.8,Superhero,Malfoys,32.05,132.4
Archibold,Big scary cat,31.8,Tiger,Malfoys,20.19,141
Wendy,Big scary cat,68.8,Superhero,Malfoys,88.31,81.8
Fred,Big scary cat,29.8,Tiger,Malfoys,124.13,44.5
Wendy,Big scary cat,96.8,Superhero,Malfoys,140.25,163.5
Fred,Big scary cat,57.8,Tiger,Malfoys,159.54,68.2
Wilbur,Big scary cat,18.8,Superhero,Malfoys,76.76,189
Fred,Big scary cat,85.8,Tiger,Malfoys,93.72,13.8
Wilbur,Big scary cat,46.8,Superhero,Malfoys,42.18,50.8
Archibold,Big scary cat,7.8,Tiger,Malfoys,6.07,153.4
Wilbur,Big scary cat,74.8,Superhero,Malfoys,195.06,62.6
Archibold,Big scary cat,35.8,Tiger,Malfoys,126.12,4.1
Archibold,Big scary cat,63.8,Tiger,Malfoys,145.57,171.2
Wendy,Big scary cat,100.8,Superhero,Malfoys,62.12,153
Wendy,Big scary cat,24.8,Superhero,Malfoys,61.21,113.4
Archibold,Big scary cat,91.8,Tiger,Malfoys,180.48,43.1
Wendy,Big scary cat,52.8,Superhero,Malfoys,79.98,106.1
Fred,Big scary cat,89.8,Tiger,Malfoys,78.62,133.6
Fred,Big scary cat,13.8,Tiger,Malfoys,18.83,12.7
Wilbur,Big scary cat,50.8,Superhero,Malfoys,140.07,186.7
Fred,Big scary cat,41.8,Tiger,Malfoys,87.19,68.9
Wilbur,Big scary cat,78.8,Superhero,Malfoys,98.73,157.2
Wilbur,Big scary cat,2.8,Superhero,Malfoys,41.46,130.4
Archibold,Big scary cat,39.8,Tiger,Malfoys,30.4,27.2
Archibold,Big scary cat,91.8,Tiger,Malfoys,85.38,63.1
Archibold,Big scary cat,95.8,Tiger,Malfoys,78.83,105.1
Fred,Big scary cat,93.8,Tiger,Malfoys,90.56,16.9
Wilbur,Big scary cat,54.8,Superhero,Malfoys,181.26,51.3
Archibold,Big scary cat,15.8,Tiger,Malfoys,11.7,143.3
Wendy,Big scary cat,84.8,Superhero,Malfoys,117.56,128.3
Wilbur,Big scary cat,82.8,Superhero,Malfoys,20.95,116.4
Archibold,Big scary cat,43.8,Tiger,Malfoys,65.4,78.2
Wendy,Big scary cat,80.8,Superhero,Malfoys,178.96,156.3
Wendy,Big scary cat,4.8,Superhero,Malfoys,159.36,182.5
Fred,Big scary cat,73.8,Tiger,Malfoys,136.15,54.1
Archibold,Big scary cat,71.8,Tiger,Malfoys,108.63,77.7
Wendy,Big scary cat,32.8,Superhero,Malfoys,125.71,92.7
Fred,Big scary cat,69.8,Tiger,Malfoys,164.85,188
Wilbur,Big scary cat,30.8,Superhero,Malfoys,158.4,12.9
Fred,Big scary cat,97.8,Tiger,Malfoys,162.53,180.2
Fred,Big scary cat,21.8,Tiger,Malfoys,30.9,169.4
Wilbur,Big scary cat,58.8,Superhero,Malfoys,193.3,137.3
Archibold,Big scary cat,19.8,Tiger,Malfoys,149.71,16.4
Wilbur,Big scary cat,86.8,Superhero,Malfoys,51.49,29
Archibold,Big scary cat,47.8,Tiger,Malfoys,189.43,179.7
Wendy,Big scary cat,8.8,Superhero,Malfoys,7.15,168.1
Archibold,Big scary cat,75.8,Tiger,Malfoys,43.17,60.6
Wendy,Big scary cat,36.8,Superhero,Malfoys,193.01,96.1
Wendy,Big scary cat,64.8,Superhero,Malfoys,26.32,126.9
Fred,Big scary cat,25.8,Tiger,Malfoys,74.24,160.7
Wendy,Big scary cat,92.8,Superhero,Malfoys,126.23,38.3
Fred,Big scary cat,53.8,Tiger,Malfoys,139.06,51.9
Archibold,Big scary cat,51.8,Tiger,Malfoys,126.72,182.3
Wilbur,Big scary cat,90.8,Superhero,Malfoys,62.99,2.9
Wilbur,Big scary cat,14.8,Superhero,Malfoys,154.74,63.8
Wendy,Big scary cat,88.8,Superhero,Malfoys,97.1,105.3
Wendy,Big scary cat,12.8,Superhero,Malfoys,61.68,17.1
Fred,Big scary cat,81.8,Tiger,Malfoys,150.2,173
Fred,Big scary cat,49.8,Tiger,Malfoys,33.74,56.2
Wilbur,Big scary cat,42.8,Superhero,Malfoys,33.71,121.8
Wilbur,Big scary cat,10.8,Superhero,Malfoys,106.42,116.6
Archibold,Big scary cat,79.8,Tiger,Malfoys,4.57,35.4
Archibold,Big scary cat,3.8,Tiger,Malfoys,167.55,122.8
Fred,Big scary cat,77.8,Tiger,Malfoys,44.63,190.5
Fred,Big scary cat,1.8,Tiger,Malfoys,96.21,89.6
Wendy,Big scary cat,40.8,Superhero,Malfoys,182.35,149.4
Wilbur,Big scary cat,38.8,Superhero,Malfoys,99.9,31.5
Archibold,Big scary cat,31.8,Tiger,Malfoys,12.4,167.5
Wendy,Big scary cat,68.8,Superhero,Malfoys,63.93,87
Wilbur,Big scary cat,66.8,Superhero,Malfoys,33.58,83.1
Fred,Big scary cat,29.8,Tiger,Malfoys,183.73,163.8
Archibold,Big scary cat,27.8,Tiger,Malfoys,19.39,71.5
Wilbur,Big scary cat,94.8,Superhero,Malfoys,173.96,112.8
Archibold,Big scary cat,55.8,Tiger,Malfoys,58.68,50.5
Wendy,Big scary cat,16.8,Superhero,Malfoys,97.71,65.4
Archibold,Big scary cat,83.8,Tiger,Malfoys,69.35,164.5
Wendy,Big scary cat,44.8,Superhero,Malfoys,187.43,75.2
Fred,Big scary cat,5.8,Tiger,Malfoys,176.5,30.7
Wendy,Big scary cat,72.8,Superhero,Malfoys,136.5,188.8
Fred,Big scary cat,33.8,Tiger,Malfoys,19.56,162.9
Wilbur,Big scary cat,70.8,Superhero,Malfoys,30.8,99.7
Fred,Big scary cat,61.8,Tiger,Malfoys,87.12,180.3
Wilbur,Big scary cat,98.8,Superhero,Malfoys,80.01,106.7
Wilbur,Big scary cat,22.8,Superhero,Malfoys,108.82,104.5
Archibold,Big scary cat,59.8,Tiger,Malfoys,163.94,101.4
Wendy,Big scary cat,20.8,Superhero,Malfoys,79.03,170.6
Archibold,Big scary cat,83.8,Tiger,Malfoys,60.22,68.7
Archibold,Big scary cat,87.8,Tiger,Malfoys,40.33,71.4
Archibold,Big scary cat,11.8,Tiger,Malfoys,154.34,113.3
Wendy,Big scary cat,48.8,Superhero,Malfoys,149.11,166.7
Fred,Big scary cat,9.8,Tiger,Malfoys,74.61,175.1
Wendy,Big scary cat,72.8,Superhero,Malfoys,96.32,174.5
Wendy,Big scary cat,76.8,Superhero,Malfoys,46.97,35.6
Fred,Big scary cat,37.8,Tiger,Malfoys,56.79,161.3
Fred,Big scary cat,61.8,Tiger,Malfoys,141.34,60.1
Fred,Big scary cat,65.8,Tiger,Malfoys,49.96,91.4
Wilbur,Big scary cat,98.8,Superhero,Malfoys,200.67,36.5
Wilbur,Big scary cat,26.8,Superhero,Malfoys,101.76,171.6
Archibold,Big scary cat,87.8,Tiger,Malfoys,141.44,30.9
Wendy,Big scary cat,76.8,Superhero,Malfoys,96.86,3.7
Fred,Big scary cat,65.8,Tiger,Malfoys,94.63,92.5
Fred,Big scary cat,93.8,Tiger,Malfoys,49.5,170.4
Wilbur,Big scary cat,54.8,Superhero,Malfoys,37.87,63
Wilbur,Big scary cat,82.8,Superhero,Malfoys,166.06,67.7
Archibold,Big scary cat,43.8,Tiger,Malfoys,25.41,123.1
Fred,Big scary cat,41.8,Tiger,Malfoys,49.14,116.8
Wendy,Big scary cat,80.8,Superhero,Malfoys,176.88,62.3
Wilbur,Big scary cat,78.8,Superhero,Malfoys,137.24,73.3
Wilbur,Big scary cat,2.8,Superhero,Malfoys,124.94,185.4
Archibold,Big scary cat,71.8,Tiger,Malfoys,92.17,153.7
Archibold,Big scary cat,39.8,Tiger,Malfoys,76.61,54.3
Wendy,Big scary cat,32.8,Superhero,Malfoys,99.97,104.7
Fred,Big scary cat,69.8,Tiger,Malfoys,127.86,92.2
Archibold,Big scary cat,67.8,Tiger,Malfoys,193.06,25.8
Wendy,Big scary cat,28.8,Superhero,Malfoys,36.97,170.6
Fred,Big scary cat,97.8,Tiger,Malfoys,75.36,60.7
Fred,Big scary cat,21.8,Tiger,Malfoys,57.41,102.2
Archibold,Big scary cat,95.8,Tiger,Malfoys,74.99,118.7
Wilbur,Big scary cat,58.8,Superhero,Malfoys,112.81,189.6
Wendy,Big scary cat,56.8,Superhero,Malfoys,8.25,121
Fred,Big scary cat,17.8,Tiger,Malfoys,15.05,111.8
Wendy,Big scary cat,84.8,Superhero,Malfoys,39.89,91.9
Fred,Big scary cat,45.8,Tiger,Malfoys,160.75,82.3
Wilbur,Big scary cat,6.8,Superhero,Malfoys,103.91,136.3
Fred,Big scary cat,73.8,Tiger,Malfoys,54.47,196.7
Wilbur,Big scary cat,34.8,Superhero,Malfoys,178.07,195
Wilbur,Big scary cat,62.8,Superhero,Malfoys,97.58,181
Archibold,Big scary cat,99.8,Tiger,Malfoys,130.75,156.3
Archibold,Big scary cat,23.8,Tiger,Malfoys,16.5,148.2
Wendy,Big scary cat,60.8,Superhero,Malfoys,33.05,25.6
Archibold,Big scary cat,51.8,Tiger,Malfoys,99.09,24.3
Wendy,Big scary cat,88.8,Superhero,Malfoys,42.15,84.6
Wendy,Big scary cat,12.8,Superhero,Malfoys,86.67,191.1
Fred,Big scary cat,49.8,Tiger,Malfoys,197.46,116.2
Wilbur,Big scary cat,10.8,Superhero,Malfoys,99.77,108.2
Fred,Big scary cat,77.8,Tiger,Malfoys,92.77,25.3
Fred,Big scary cat,1.8,Tiger,Malfoys,110.42,33.6
Archibold,Big scary cat,75.8,Tiger,Malfoys,78.16,85.1
Wilbur,Big scary cat,38.8,Superhero,Malfoys,145.01,112.6
Wendy,Big scary cat,36.8,Superhero,Malfoys,15.68,79.8
Wilbur,Big scary cat,66.8,Superhero,Malfoys,135.28,38.6
Wendy,Big scary cat,64.8,Superhero,Malfoys,78.63,8.6
Archibold,Big scary cat,27.8,Tiger,Malfoys,200.07,11.2
Fred,Big scary cat,25.8,Tiger,Malfoys,164.23,90.4
Wilbur,Big scary cat,94.8,Superhero,Malfoys,121.37,105.8
Archibold,Big scary cat,55.8,Tiger,Malfoys,154.38,62.1
Fred,Big scary cat,53.8,Tiger,Malfoys,164.43,186.1
Wendy,Big scary cat,16.8,Superhero,Malfoys,89.21,10.1
Wilbur,Big scary cat,90.8,Superhero,Malfoys,35.59,29.8
Wilbur,Big scary cat,14.8,Superhero,Malfoys,106.03,89.7
Wilbur,Big scary cat,42.8,Superhero,Malfoys,191.44,45.4
Archibold,Big scary cat,79.8,Tiger,Malfoys,161.29,128.8
Archibold,Big scary cat,3.8,Tiger,Malfoys,170.46,24.6
Wendy,Big scary cat,40.8,Superhero,Malfoys,4.12,87.8
Archibold,Big scary cat,31.8,Tiger,Malfoys,38.75,56.5
Wendy,Big scary cat,68.8,Superhero,Malfoys,113.45,9.2
Fred,Big scary cat,29.8,Tiger,Malfoys,100.76,47.2
Fred,Big scary cat,57.8,Tiger,Malfoys,69.85,40.2
Wilbur,Big scary cat,18.8,Superhero,Malfoys,85.3,157.4
Wilbur,Big scary cat,46.8,Superhero,Malfoys,58.91,154.6
Archibold,Big scary cat,7.8,Tiger,Malfoys,58.73,170.3
Archibold,Big scary cat,31.8,Tiger,Malfoys,173.3,173.9
Archibold,Big scary cat,35.8,Tiger,Malfoys,61.06,86.7
Wendy,Big scary cat,68.8,Superhero,Malfoys,53.11,138.2
Wendy,Big scary cat,96.8,Superhero,Malfoys,21.35,99.3
Wendy,Big scary cat,24.8,Superhero,Malfoys,178.49,27.6
Fred,Big scary cat,57.8,Tiger,Malfoys,40.76,83.6
Fred,Big scary cat,85.8,Tiger,Malfoys,16.29,153.3
Fred,Big scary cat,13.8,Tiger,Malfoys,102.06,153.5
Wilbur,Big scary cat,46.8,Superhero,Malfoys,155.57,197.5
Wilbur,Big scary cat,50.8,Superhero,Malfoys,25.5,175.6
Wilbur,Big scary cat,74.8,Superhero,Malfoys,111.42,187.1
Archibold,Big scary cat,35.8,Tiger,Malfoys,121.29,131.7
Archibold,Big scary cat,63.8,Tiger,Malfoys,142.26,12.4
Wendy,Big scary cat,100.8,Superhero,Malfoys,79.38,75.4
Wendy,Big scary cat,24.8,Superhero,Malfoys,99.68,106.1
Archibold,Big scary cat,91.8,Tiger,Malfoys,190.42,181.2
Wendy,Big scary cat,52.8,Superhero,Malfoys,93.22,6
Fred,Big scary cat,89.8,Tiger,Malfoys,31.24,30.9
Fred,Big scary cat,13.8,Tiger,Malfoys,183.95,137.2
Wilbur,Big scary cat,50.8,Superhero,Malfoys,52.95,74.1
Fred,Big scary cat,41.8,Tiger,Malfoys,66.17,124.4
Wilbur,Big scary cat,78.8,Superhero,Malfoys,128.82,123.7
Wilbur,Big scary cat,2.8,Superhero,Malfoys,141.49,185.8
Archibold,Big scary cat,39.8,Tiger,Malfoys,193.45,22.8
Archibold,Big scary cat,67.8,Tiger,Malfoys,15.68,176.5
Fred,Big scary cat,65.8,Tiger,Malfoys,73.41,48
Wendy,Big scary cat,28.8,Superhero,Malfoys,18.79,179.1
Wilbur,Big scary cat,26.8,Superhero,Malfoys,63.95,9.4
Archibold,Big scary cat,95.8,Tiger,Malfoys,171.98,12.1
Fred,Big scary cat,93.8,Tiger,Malfoys,81.54,60.7
Wendy,Big scary cat,56.8,Superhero,Malfoys,19.93,170.1
Wilbur,Big scary cat,54.8,Superhero,Malfoys,23.69,52
Fred,Big scary cat,17.8,Tiger,Malfoys,153.03,86.3
Archibold,Big scary cat,15.8,Tiger,Malfoys,58.28,55.1
Wendy,Big scary cat,84.8,Superhero,Malfoys,173.83,52.4
Wilbur,Big scary cat,82.8,Superhero,Malfoys,42.51,6.5
Fred,Big scary cat,45.8,Tiger,Malfoys,111.45,169.6
Archibold,Big scary cat,43.8,Tiger,Malfoys,42.62,185.1
Wilbur,Big scary cat,6.8,Superhero,Malfoys,80.28,131
Wendy,Big scary cat,80.8,Superhero,Malfoys,31.79,28.1
Wendy,Big scary cat,4.8,Superhero,Malfoys,41.93,105.5
Archibold,Big scary cat,71.8,Tiger,Malfoys,56.72,63
Wendy,Big scary cat,32.8,Superhero,Malfoys,85.44,71.3
Fred,Big scary cat,69.8,Tiger,Malfoys,190.98,2.5
Wilbur,Big scary cat,30.8,Superhero,Malfoys,44.89,94.1
Fred,Big scary cat,97.8,Tiger,Malfoys,140.42,90.1
Fred,Big scary cat,21.8,Tiger,Malfoys,10.8,22.1
Wilbur,Big scary cat,58.8,Superhero,Malfoys,124.91,133.3
Archibold,Big scary cat,19.8,Tiger,Malfoys,32.77,82.1
Wilbur,Big scary cat,86.8,Superhero,Malfoys,89.78,40.5
Archibold,Big scary cat,47.8,Tiger,Malfoys,166.91,64.9
Wendy,Big scary cat,8.8,Superhero,Malfoys,163.29,167.6
Archibold,Big scary cat,75.8,Tiger,Malfoys,56.84,129.4
Wendy,Big scary cat,36.8,Superhero,Malfoys,178.18,39
Wendy,Big scary cat,64.8,Superhero,Malfoys,1.64,99.8
Fred,Big scary cat,25.8,Tiger,Malfoys,65.15,123.6
Archibold,Big scary cat,23.8,Tiger,Malfoys,103.87,185.2
Wendy,Big scary cat,92.8,Superhero,Malfoys,158.39,109.4
Wendy,Big scary cat,60.8,Superhero,Malfoys,46.46,55.2
Fred,Big scary cat,53.8,Tiger,Malfoys,76.47,4.3
Wilbur,Big scary cat,90.8,Superhero,Malfoys,165.52,159.8
Wilbur,Big scary cat,14.8,Superhero,Malfoys,29.05,148
Wendy,Big scary cat,12.8,Superhero,Malfoys,102.79,128.1
Fred,Big scary cat,81.8,Tiger,Malfoys,41.82,55.9
Fred,Big scary cat,49.8,Tiger,Malfoys,77.14,38.1
Wilbur,Big scary cat,42.8,Superhero,Malfoys,26.39,21.2
Wilbur,Big scary cat,10.8,Superhero,Malfoys,83.35,96.5
Archibold,Big scary cat,79.8,Tiger,Malfoys,165.69,93.9
Archibold,Big scary cat,3.8,Tiger,Malfoys,96.87,27.4
Fred,Big scary cat,1.8,Tiger,Malfoys,165.5,4.5
Wendy,Big scary cat,40.8,Superhero,Malfoys,53.17,3.5
Wilbur,Big scary cat,38.8,Superhero,Malfoys,82.46,172.9
Archibold,Big scary cat,27.8,Tiger,Malfoys,66.23,67.9
Wendy,Big scary cat,16.8,Superhero,Malfoys,5.35,184
Fred,Big scary cat,5.8,Tiger,Malfoys,82.15,74.9
Wilbur,Big scary cat,94.8,Superhero,Malfoys,66.71,147.4
Archibold,Big scary cat,55.8,Tiger,Malfoys,93.23,111.3
Wendy,Big scary cat,16.8,Superhero,Malfoys,171.15,51.4
Wendy,Big scary cat,20.8,Superhero,Malfoys,81.52,145.1
Archibold,Big scary cat,83.8,Tiger,Malfoys,3.91,130
Wendy,Big scary cat,44.8,Superhero,Malfoys,148.17,168.4
Fred,Big scary cat,5.8,Tiger,Malfoys,190.04,19.3
Fred,Big scary cat,9.8,Tiger,Malfoys,100.27,95.1
Wendy,Big scary cat,72.8,Superhero,Malfoys,136.97,110.3
Fred,Big scary cat,33.8,Tiger,Malfoys,90.8,32
Wilbur,Big scary cat,70.8,Superhero,Malfoys,55.17,118.5
Fred,Big scary cat,61.8,Tiger,Malfoys,140.6,170.4
Wilbur,Big scary cat,98.8,Superhero,Malfoys,134.46,66.3
Wilbur,Big scary cat,22.8,Superhero,Malfoys,196.04,92.9
Archibold,Big scary cat,59.8,Tiger,Malfoys,163.24,99
Wendy,Big scary cat,20.8,Superhero,Malfoys,128.74,71.3
Archibold,Big scary cat,87.8,Tiger,Malfoys,128.32,115.2
Archibold,Big scary cat,11.8,Tiger,Malfoys,73.45,56.8
Wendy,Big scary cat,48.8,Superhero,Malfoys,81.92,95.6
Fred,Big scary cat,9.8,Tiger,Malfoys,79.11,43.7
Wendy,Big scary cat,76.8,Superhero,Malfoys,60.55,182.8
Fred,Big scary cat,37.8,Tiger,Malfoys,87.47,137.1
Fred,Big scary cat,65.8,Tiger,Malfoys,172.6,56
Wilbur,Big scary cat,26.8,Superhero,Malfoys,4.6,92.9
Fred,Big scary cat,93.8,Tiger,Malfoys,62.78,39.9
Archibold,Big scary cat,91.8,Tiger,Malfoys,162.68,25.1
Wilbur,Big scary cat,54.8,Superhero,Malfoys,101.32,165.6
Wendy,Big scary cat,52.8,Superhero,Malfoys,132.25,29.4
Archibold,Big scary cat,15.8,Tiger,Malfoys,114.05,58.1
Fred,Big scary cat,89.8,Tiger,Malfoys,141.04,8.9
Fred,Big scary cat,13.8,Tiger,Malfoys,149.85,61.3
Wilbur,Big scary cat,82.8,Superhero,Malfoys,118.08,138.8
Wilbur,Big scary cat,50.8,Superhero,Malfoys,30.13,175.1
Archibold,Big scary cat,43.8,Tiger,Malfoys,183.59,21.4
Fred,Big scary cat,41.8,Tiger,Malfoys,150.91,112.2
